,min,betas,max
0,0.0,0.0,0.0
1,1.5331535706906223,4.464208575061663,7.395263579432704
2,-7.9894126540395,-5.081735197144496,-2.174057740249493
3,-8.007852891900978,-1.9908064141680342,4.02624006356491
4,-8.640793856713476,-4.177441306599746,0.28591124351398367
5,2.425939607123569,8.244467052215896,14.062994497308223
6,-4.760649996569118,-0.92909555025782,2.9024588960534774
7,-1.6301370507895765,1.5419339983964733,4.714005047582523
8,2.6516119159585925,5.914689847100362,9.177767778242131
9,-7.324778245724573,-3.62789322607415,0.06899179357627361
